onset_qL,measure,label,root_pc,size
3.5,763,G (major pentachord),7,5
3.75,763,G (major pentachord),7,5
4.0,763,G (major pentachord),7,5
4.25,763,G (major pentachord),7,5
4.5,763,G (major pentachord),7,5
4.75,763,G (major pentachord),7,5
5.0,763,G (major triad),7,3
5.25,763,G (major triad),7,3
5.5,763,G (major triad),7,3
5.75,763,G (major triad),7,3
0.0,764,G (major triad),7,3
0.25,764,G (major triad),7,3
0.5,764,G (major triad),7,3
0.75,764,G (major triad),7,3
1.0,764,G (major triad),7,3
1.25,764,G (major triad),7,3
1.5,764,G (major triad),7,3
1.75,764,G (major triad),7,3
2.0,764,G (major triad),7,3
2.25,764,G (major triad),7,3
2.5,764,G (major triad),7,3
2.75,764,G (major triad),7,3
3.0,764,G (major triad),7,3
3.25,764,G (major triad),7,3
3.5,764,G (major triad),7,3
3.75,764,G (major triad),7,3
4.0,764,G (major triad),7,3
4.25,764,G (major triad),7,3
4.5,764,G (major triad),7,3
4.75,764,G (major triad),7,3
5.0,764,G (major triad),7,3
5.5,764,G (major triad),7,3
0.0,765,B (note),11,1
0.5,765,C (note),0,1
1.0,765,D (note),2,1
1.5,765,D (note),2,1
2.0,765,G (major triad),7,3
2.5,765,A (Minor Third with octave doublings),9,2
3.0,765,B (Minor Third with octave doublings),11,2
3.5,765,B (incomplete minor-seventh chord),11,3
0.0,766,G (major triad),7,3
0.5,766,A (Minor Third with octave doublings),9,2
1.0,766,G (Major Third with octave doublings),7,2
1.5,766,B (incomplete dominant-seventh chord),11,3
2.0,766,E (minor triad),4,3
2.5,766,F# (Minor Third with octave doublings),6,2
3.0,766,G (Major Third with octave doublings),7,2
3.5,766,G (incomplete major-seventh chord),7,3
0.0,767,E (minor triad),4,3
0.5,767,F# (Minor Third with octave doublings),6,2
1.0,767,E (Minor Third with octave doublings),4,2
1.5,767,G (incomplete major-seventh chord),7,3
2.0,767,A (dominant seventh chord),9,4
2.5,767,D (major triad),2,3
3.0,767,A (dominant seventh chord),9,4
3.5,767,E (quartal tetramirror),4,4
0.0,768,A (dominant seventh chord),9,4
0.5,768,G (major-ninth chord),7,5
1.0,768,E (dorian pentachord),4,5
1.5,768,F# (minor-diminished ninth chord),6,5
2.0,768,G (major seventh chord),7,4
2.5,768,A (major triad),9,3
3.0,768,B (minor seventh chord),11,4
3.5,768,A (dominant seventh chord),9,4
0.0,769,D (Major Third with octave doublings),2,2
0.5,769,D (Major Third with octave doublings),2,2
1.0,769,D (Major Third),2,2
1.5,769,D (Major Third),2,2
2.0,769,D (Major Third),2,2
2.5,769,E (lydian tetrachord),4,4
3.0,769,D (major triad),2,3
3.5,769,D (Major Third),2,2
0.0,770,E (quartal tetramirror),4,4
0.5,770,E (quartal tetramirror),4,4
1.0,770,E (quartal tetramirror),4,4
1.5,770,E (quartal tetramirror),4,4
2.0,770,E (quartal tetramirror),4,4
2.5,770,E (minor seventh chord),4,4
3.0,770,C# (minor-second diminished tetrachord),1,4
3.5,770,E (quartal tetramirror),4,4
0.0,771,E (lydian tetrachord),4,4
0.5,771,E (lydian tetrachord),4,4
1.0,771,E (lydian tetrachord),4,4
1.5,771,D (Major Third with octave doublings),2,2
2.0,771,D (Major Third with octave doublings),2,2
2.5,771,E (lydian tetrachord),4,4
3.0,771,D (major triad),2,3
3.5,771,D (Major Third with octave doublings),2,2
0.0,772,E (quartal tetramirror),4,4
0.5,772,E (quartal tetramirror),4,4
1.0,772,E (quartal tetramirror),4,4
1.5,772,E (quartal tetramirror),4,4
2.0,772,E (quartal tetramirror),4,4
2.5,772,E (minor seventh chord),4,4
3.0,772,C# (minor-second diminished tetrachord),1,4
3.5,772,E (quartal tetramirror),4,4
0.0,773,E (lydian tetrachord),4,4
0.5,773,E (lydian tetrachord),4,4
1.0,773,E (lydian tetrachord),4,4
1.5,773,D (Major Third with octave doublings),2,2
2.0,773,D (Major Third with octave doublings),2,2
2.5,773,E (lydian tetrachord),4,4
3.0,773,D (major triad),2,3
3.5,773,D (Major Third with octave doublings),2,2
0.0,774,E (quartal tetramirror),4,4
0.5,774,E (quartal tetramirror),4,4
1.0,774,E (quartal tetramirror),4,4
1.5,774,E (quartal tetramirror),4,4
2.0,774,E (quartal tetramirror),4,4
2.5,774,E (minor seventh chord),4,4
3.0,774,C# (minor-second diminished tetrachord),1,4
3.5,774,E (quartal tetramirror),4,4
0.0,775,D (Major Third with octave doublings),2,2
0.5,775,E (Major Second with octave doublings),4,2
1.0,775,F# (multiple octaves),6,1
1.5,775,F# (multiple octaves),6,1
2.0,775,D (Major Third with octave doublings),2,2
2.5,775,E (multiple octaves),4,1
3.0,775,D (Minor Sixth with octave doublings),2,2
3.5,775,F# (Perfect Fifth with octave doublings),6,2
0.0,776,B (Perfect Fourth with octave doublings),11,2
0.5,776,C# (Major Sixth with octave doublings),1,2
1.0,776,D (multiple octaves),2,1
1.5,776,D (Minor Second with octave doublings),2,2
2.0,776,B (Minor Third with octave doublings),11,2
2.5,776,C# (multiple octaves),1,1
3.0,776,B (Major Sixth with octave doublings),11,2
3.5,776,D (Perfect Fifth with octave doublings),2,2
0.0,777,G# (Augmented Fourth with octave doublings),8,2
0.5,777,A (Minor Sixth with octave doublings),9,2
1.0,777,B (multiple octaves),11,1
1.5,777,B (Major Second with octave doublings),11,2
2.0,777,G# (Minor Third with octave doublings),8,2
2.5,777,A (multiple octaves),9,1
3.0,777,G# (Major Sixth with octave doublings),8,2
3.5,777,B (Perfect Fifth with octave doublings),11,2
0.0,778,G# (Major Sixth with octave doublings),8,2
0.5,778,A (multiple octaves),9,1
1.0,778,G# (Minor Third with octave doublings),8,2
1.5,778,F# (Perfect Fifth with octave doublings),6,2
2.0,778,E (Minor Seventh with octave doublings),4,2
2.5,778,E (Major Second with octave doublings),4,2
3.0,778,F# (Perfect Fourth with octave doublings),6,2
3.5,778,G# (Major Sixth with octave doublings),8,2
0.0,779,A (Major Third with octave doublings),9,2
0.5,779,A (Major Third with octave doublings),9,2
1.0,779,A (Major Third with octave doublings),9,2
1.5,779,A (Major Third with octave doublings),9,2
2.0,779,A (Major Third with octave doublings),9,2
2.5,779,B (lydian tetrachord),11,4
3.0,779,A (major triad),9,3
3.5,779,A (Major Third with octave doublings),9,2
0.0,780,B (quartal tetramirror),11,4
0.5,780,B (quartal tetramirror),11,4
1.0,780,B (quartal tetramirror),11,4
1.5,780,B (quartal tetramirror),11,4
2.0,780,B (quartal tetramirror),11,4
2.5,780,B (minor seventh chord),11,4
3.0,780,G# (minor-second diminished tetrachord),8,4
3.5,780,B (quartal tetramirror),11,4
0.0,781,B (lydian tetrachord),11,4
0.5,781,B (lydian tetrachord),11,4
1.0,781,B (lydian tetrachord),11,4
1.5,781,A (Major Third with octave doublings),9,2
2.0,781,A (Major Third with octave doublings),9,2
2.5,781,B (lydian tetrachord),11,4
3.0,781,A (major triad),9,3
3.5,781,A (Major Third with octave doublings),9,2
0.0,782,B (quartal tetramirror),11,4
0.5,782,B (quartal tetramirror),11,4
1.0,782,B (quartal tetramirror),11,4
1.5,782,B (quartal tetramirror),11,4
2.0,782,B (quartal tetramirror),11,4
2.5,782,B (minor seventh chord),11,4
3.0,782,G# (minor-second diminished tetrachord),8,4
3.5,782,B (quartal tetramirror),11,4
0.0,783,B (lydian tetrachord),11,4
0.5,783,B (lydian tetrachord),11,4
1.0,783,B (lydian tetrachord),11,4
1.5,783,A (Major Third with octave doublings),9,2
2.0,783,A (Major Third with octave doublings),9,2
2.5,783,B (lydian tetrachord),11,4
3.0,783,A (major triad),9,3
3.5,783,A (Major Third with octave doublings),9,2
0.0,784,B (incomplete minor-seventh chord),11,3
0.5,784,B (incomplete minor-seventh chord),11,3
1.0,784,B (incomplete minor-seventh chord),11,3
1.5,784,B (incomplete minor-seventh chord),11,3
2.0,784,A (major triad),9,3
2.5,784,A (major-second major tetrachord),9,4
3.0,784,A (major triad),9,3
3.5,784,A (major triad),9,3
0.0,785,A (dominant seventh chord),9,4
1.0,785,C# (diminished triad),1,3
1.75,785,E (Major Sixth),4,2
2.0,785,D (major triad),2,3
2.75,785,D (major triad),2,3
3.0,785,D (major triad),2,3
3.75,785,D (major triad),2,3
0.0,786,A (dominant seventh chord),9,4
1.0,786,C# (diminished triad),1,3
1.75,786,C# (diminished triad),1,3
2.0,786,D (major triad),2,3
2.75,786,D (major triad),2,3
3.0,786,D (major triad),2,3
3.75,786,D (major triad),2,3
0.0,787,D (locrian hexachord),2,6
1.0,787,A (dominant seventh chord),9,4
2.0,787,D (major triad),2,3
3.0,787,D (major triad),2,3
0.0,788,F# (minor tetramirror),6,4
1.0,788,C# (diminished triad),1,3
2.0,788,D (perfect-fourth major tetrachord),2,4
3.0,788,D (major triad),2,3
0.0,789,A (dominant seventh chord),9,4
1.0,789,A (dominant seventh chord),9,4
2.0,789,D (perfect-fourth major tetrachord),2,4
3.0,789,D (major triad),2,3
0.0,790,A (dominant seventh chord),9,4
1.0,790,A (dominant seventh chord),9,4
2.0,790,D (major triad),2,3
3.0,790,D (major triad),2,3
0.0,791,F# (minor-diminished ninth chord),6,5
1.0,791,A (dominant seventh chord),9,4
2.0,791,D (major triad),2,3
3.0,791,D (major triad),2,3
0.0,792,F# (minor-diminished ninth chord),6,5
1.0,792,A (dominant seventh chord),9,4
2.0,792,D (perfect-fourth major tetrachord),2,4
3.0,792,D (major triad),2,3
0.0,793,F# (minor tetramirror),6,4
1.0,793,A (dominant seventh chord),9,4
2.0,793,D (major pentachord),2,5
3.0,793,D (major triad),2,3
0.0,794,A (incomplete dominant-seventh chord),9,3
1.0,794,A (major triad),9,3
1.75,794,A (major triad),9,3
2.0,794,D (major triad),2,3
2.75,794,D (major triad),2,3
3.0,794,D (perfect-fourth major tetrachord),2,4
3.5,794,D (major triad),2,3
0.0,795,A (incomplete dominant-seventh chord),9,3
0.75,795,A (incomplete dominant-seventh chord),9,3
1.0,795,F# (minor-diminished ninth chord),6,5
1.5,795,A (dominant seventh chord),9,4
2.0,795,D (major triad),2,3
2.75,795,D (major triad),2,3
3.0,795,D (major-second major tetrachord),2,4
3.5,795,D (major triad),2,3
0.0,796,F# (minor tetramirror),6,4
0.75,796,F# (minor tetramirror),6,4
1.0,796,A (dominant seventh chord),9,4
1.5,796,A (dominant seventh chord),9,4
2.0,796,D (major-second major tetrachord),2,4
2.75,796,D (major-second major tetrachord),2,4
3.0,796,D (major-second major tetrachord),2,4
3.5,796,D (major triad),2,3
0.0,797,A (major triad),9,3
1.0,797,A (dominant seventh chord),9,4
2.0,797,G (quartal trichord),7,3
3.0,797,D (major triad),2,3
0.0,798,A (incomplete dominant-seventh chord),9,3
1.0,798,A (dominant seventh chord),9,4
2.0,798,D (major triad),2,3
3.0,798,D (major triad),2,3
0.0,799,F# (Minor Third with octave doublings),6,2
1.0,799,A (dominant seventh chord),9,4
1.25,799,A (dominant seventh chord),9,4
1.5,799,A (dominant seventh chord),9,4
1.75,799,A (dominant seventh chord),9,4
2.0,799,D (major triad),2,3
3.0,799,D (major triad),2,3
0.0,800,A (multiple octaves),9,1
1.0,800,A (dominant seventh chord),9,4
1.25,800,A (dominant seventh chord),9,4
1.5,800,A (dominant seventh chord),9,4
1.75,800,A (dominant seventh chord),9,4
2.0,800,E (quartal tetramirror),4,4
2.5,800,G (quartal trichord),7,3
3.0,800,D (major triad),2,3
0.0,801,D (major triad),2,3
1.0,801,A (dominant seventh chord),9,4
1.25,801,A (dominant seventh chord),9,4
1.5,801,A (dominant seventh chord),9,4
1.75,801,A (dominant seventh chord),9,4
2.0,801,D (major triad),2,3
3.0,801,D (major triad),2,3
0.0,802,A (Major Third with octave doublings),9,2
1.0,802,A (dominant seventh chord),9,4
1.25,802,A (dominant seventh chord),9,4
1.5,802,A (dominant seventh chord),9,4
1.75,802,A (dominant seventh chord),9,4
2.0,802,E (quartal tetramirror),4,4
2.5,802,G (quartal trichord),7,3
3.0,802,D (major triad),2,3
0.0,803,D (major triad),2,3
1.0,803,A (incomplete dominant-seventh chord),9,3
1.25,803,A (incomplete dominant-seventh chord),9,3
1.5,803,A (incomplete dominant-seventh chord),9,3
1.75,803,A (incomplete dominant-seventh chord),9,3
2.0,803,E (perfect-fourth minor tetrachord),4,4
2.25,803,E (perfect-fourth minor tetrachord),4,4
2.5,803,E (perfect-fourth minor tetrachord),4,4
2.75,803,E (perfect-fourth minor tetrachord),4,4
3.0,803,A (multiple octaves),9,1
3.5,803,A (multiple octaves),9,1
3.75,803,A (multiple octaves),9,1
0.0,804,D (Perfect Fifth with octave doublings),2,2
0.5,804,D (Perfect Fifth with octave doublings),2,2
0.75,804,D (Perfect Fifth with octave doublings),2,2
1.0,804,A (Minor Sixth with octave doublings),9,2
1.5,804,A (Minor Sixth with octave doublings),9,2
1.75,804,A (Minor Sixth with octave doublings),9,2
2.0,804,F# (Minor Third with octave doublings),6,2
2.5,804,F# (Minor Third with octave doublings),6,2
2.75,804,F# (Minor Third with octave doublings),6,2
3.0,804,A (Perfect Fourth with octave doublings),9,2
3.5,804,A (Perfect Fourth with octave doublings),9,2
3.75,804,A (Perfect Fourth with octave doublings),9,2
0.0,805,A (multiple octaves),9,1
0.5,805,A (multiple octaves),9,1
0.75,805,A (multiple octaves),9,1
1.0,805,A (Major Second with octave doublings),9,2
1.5,805,A (Major Second with octave doublings),9,2
1.75,805,A (Major Second with octave doublings),9,2
2.0,805,A (Major Second with octave doublings),9,2
2.5,805,A (Major Second with octave doublings),9,2
2.75,805,A (Major Second with octave doublings),9,2
3.0,805,A (Major Second with octave doublings),9,2
3.5,805,A (Major Second with octave doublings),9,2
3.75,805,A (Major Second with octave doublings),9,2
0.0,806,D (Perfect Fourth with octave doublings),2,2
0.5,806,D (Perfect Fourth with octave doublings),2,2
0.75,806,D (Perfect Fourth with octave doublings),2,2
1.0,806,A (Major Third with octave doublings),9,2
1.5,806,A (Major Third with octave doublings),9,2
1.75,806,A (Major Third with octave doublings),9,2
2.0,806,F# (Major Sixth with octave doublings),6,2
2.5,806,F# (Major Sixth with octave doublings),6,2
2.75,806,F# (Major Sixth with octave doublings),6,2
3.0,806,A (Perfect Fifth with octave doublings),9,2
3.5,806,A (Perfect Fifth with octave doublings),9,2
3.75,806,A (Perfect Fifth with octave doublings),9,2
0.0,807,A (multiple octaves),9,1
0.5,807,A (multiple octaves),9,1
0.75,807,A (multiple octaves),9,1
1.0,807,A (Minor Seventh with octave doublings),9,2
1.5,807,A (Minor Seventh with octave doublings),9,2
1.75,807,A (Minor Seventh with octave doublings),9,2
2.0,807,A (dominant seventh chord),9,4
2.5,807,A (dominant seventh chord),9,4
3.0,807,A (dominant seventh chord),9,4
3.5,807,A (dominant seventh chord),9,4
0.0,808,A (dominant seventh chord),9,4
0.5,808,A (dominant seventh chord),9,4
1.0,808,D (Major Third with octave doublings),2,2
1.5,808,D (Major Third with octave doublings),2,2
2.0,808,D (Major Third with octave doublings),2,2
2.5,808,D (Major Third with octave doublings),2,2
3.0,808,D (major triad),2,3
3.5,808,D (major triad),2,3
0.0,809,D (Major Third with octave doublings),2,2
0.5,809,D (phrygian tetrachord),2,4
1.0,809,B (Minor Third with octave doublings),11,2
1.5,809,B (Minor Third with octave doublings),11,2
2.0,809,B (Minor Third with octave doublings),11,2
2.5,809,B (Minor Third with octave doublings),11,2
3.0,809,B (minor triad),11,3
3.5,809,B (minor triad),11,3
0.0,810,B (Minor Third with octave doublings),11,2
0.5,810,B (lydian tetrachord),11,4
1.0,810,G (major triad),7,3
1.5,810,G (major triad),7,3
2.0,810,G (major triad),7,3
2.5,810,G (major triad),7,3
3.0,810,G (major triad),7,3
3.5,810,G (major triad),7,3
0.0,811,G (major triad),7,3
0.5,811,G (major-ninth chord),7,5
1.0,811,E (Minor Third with octave doublings),4,2
1.5,811,E (Minor Third with octave doublings),4,2
2.0,811,E (Minor Third with octave doublings),4,2
2.5,811,E (Minor Third with octave doublings),4,2
3.0,811,E (minor triad),4,3
3.5,811,E (minor triad),4,3
0.0,812,A (dominant seventh chord),9,4
0.75,812,A (dominant seventh chord),9,4
1.0,812,A (incomplete dominant-seventh chord),9,3
1.75,812,A (incomplete dominant-seventh chord),9,3
2.0,812,A (incomplete dominant-seventh chord),9,3
2.5,812,A (incomplete dominant-seventh chord),9,3
2.75,812,A (incomplete dominant-seventh chord),9,3
3.0,812,A (incomplete dominant-seventh chord),9,3
3.5,812,A (dominant seventh chord),9,4
3.75,812,A (incomplete dominant-seventh chord),9,3
0.0,813,E (minor triad),4,3
0.5,813,B (minor triad),11,3
1.0,813,B (minor triad),11,3
2.0,813,B (minor triad),11,3
2.5,813,B (minor triad),11,3
3.0,813,B (minor triad),11,3
3.25,813,B (major-second minor tetrachord),11,4
3.5,813,B (minor triad),11,3
3.75,813,B (minor triad),11,3
0.0,814,E (minor triad),4,3
1.0,814,E (minor triad),4,3
1.6666666666666667,814,E (major-second minor tetrachord),4,4
1.75,814,E (minor-major ninth chord),4,5
1.9166666666666667,814,E (minor-augmented tetrachord),4,4
2.0,814,E (minor triad),4,3
2.5,814,G (phrygian tetrachord),7,4
3.0,814,E (minor triad),4,3
3.5,814,E (minor triad),4,3
0.0,815,A (incomplete dominant-seventh chord),9,3
0.5,815,D (major triad),2,3
1.0,815,D (major triad),2,3
1.5,815,D (major triad),2,3
2.0,815,D (major triad),2,3
3.0,815,A (major triad),9,3
0.0,816,A (dominant seventh chord),9,4
0.75,816,A (major triad),9,3
1.0,816,A (major triad),9,3
1.75,816,A (major triad),9,3
2.0,816,D (major triad),2,3
2.75,816,D (major triad),2,3
3.0,816,A (perfect-fourth major tetrachord),9,4
3.5,816,D (major triad),2,3
3.75,816,D (major triad),2,3
0.0,817,A (dominant seventh chord),9,4
0.75,817,A (incomplete dominant-seventh chord),9,3
1.0,817,A (dominant seventh chord),9,4
1.75,817,A (multiple octaves),9,1
2.0,817,D (major triad),2,3
2.75,817,A (multiple octaves),9,1
3.0,817,D (major triad),2,3
3.75,817,A (multiple octaves),9,1
0.0,818,D (major triad),2,3
1.0,818,A (dominant seventh chord),9,4
2.0,818,D (major triad),2,3
3.0,818,D (major triad),2,3
0.0,819,F# (Major Sixth with octave doublings),6,2
1.0,819,A (dominant seventh chord),9,4
2.0,819,E (quartal tetramirror),4,4
3.0,819,D (major triad),2,3
0.0,820,A (dominant seventh chord),9,4
0.75,820,A (dominant seventh chord),9,4
1.0,820,A (dominant seventh chord),9,4
1.75,820,A (dominant seventh chord),9,4
2.0,820,D (major triad),2,3
2.75,820,D (major triad),2,3
3.0,820,D (major-second major tetrachord),2,4
3.5,820,D (major triad),2,3
3.75,820,D (major triad),2,3
0.0,821,A (dominant seventh chord),9,4
0.75,821,A (dominant seventh chord),9,4
1.0,821,A (dominant seventh chord),9,4
1.75,821,A (dominant seventh chord),9,4
2.0,821,D (major triad),2,3
2.75,821,D (major triad),2,3
3.0,821,D (major triad),2,3
3.75,821,D (major triad),2,3
0.0,822,D (major triad),2,3
1.0,822,A (dominant seventh chord),9,4
2.0,822,D (major triad),2,3
3.0,822,F# (Minor Third with octave doublings),6,2
0.0,823,F# (Major Sixth with octave doublings),6,2
1.0,823,A (dominant seventh chord),9,4
2.0,823,E (quartal tetramirror),4,4
3.0,823,D (major triad),2,3
0.0,824,A (major triad),9,3
0.5,824,A (major triad),9,3
0.75,824,A (major triad),9,3
1.0,824,A (multiple octaves),9,1
1.5,824,A (multiple octaves),9,1
1.75,824,A (multiple octaves),9,1
2.0,824,B (Minor Seventh with octave doublings),11,2
2.5,824,B (Minor Seventh with octave doublings),11,2
2.75,824,B (multiple octaves),11,1
3.0,824,A (multiple octaves),9,1
3.5,824,A (multiple octaves),9,1
3.75,824,A (multiple octaves),9,1
0.0,825,D (Perfect Fifth with octave doublings),2,2
0.5,825,D (Perfect Fifth with octave doublings),2,2
1.0,825,A (Minor Sixth with octave doublings),9,2
1.5,825,A (Minor Sixth with octave doublings),9,2
2.0,825,F# (Minor Third with octave doublings),6,2
2.5,825,F# (Minor Third with octave doublings),6,2
3.0,825,A (Perfect Fourth with octave doublings),9,2
3.5,825,A (Perfect Fourth with octave doublings),9,2
0.0,826,A (multiple octaves),9,1
0.5,826,A (multiple octaves),9,1
1.0,826,A (Major Second with octave doublings),9,2
1.5,826,A (Major Second with octave doublings),9,2
2.0,826,A (Major Second with octave doublings),9,2
2.5,826,A (Major Second with octave doublings),9,2
3.0,826,A (Major Second with octave doublings),9,2
3.5,826,A (Major Second with octave doublings),9,2
0.0,827,D (Perfect Fourth with octave doublings),2,2
0.5,827,D (Perfect Fourth with octave doublings),2,2
1.0,827,A (Major Third with octave doublings),9,2
1.5,827,A (Major Third with octave doublings),9,2
2.0,827,F# (Major Sixth with octave doublings),6,2
2.5,827,F# (Major Sixth with octave doublings),6,2
3.0,827,A (Perfect Fifth with octave doublings),9,2
3.5,827,A (Perfect Fifth with octave doublings),9,2
0.0,828,A (multiple octaves),9,1
0.5,828,A (multiple octaves),9,1
1.0,828,A (Minor Seventh with octave doublings),9,2
1.5,828,A (Minor Seventh with octave doublings),9,2
2.0,828,A (dominant seventh chord),9,4
2.5,828,A (dominant seventh chord),9,4
3.0,828,A (dominant seventh chord),9,4
3.5,828,A (dominant seventh chord),9,4
0.0,829,A (dominant seventh chord),9,4
0.5,829,A (dominant seventh chord),9,4
1.0,829,D (Major Third with octave doublings),2,2
1.5,829,D (Major Third with octave doublings),2,2
2.0,829,D (Major Third with octave doublings),2,2
2.5,829,D (Major Third with octave doublings),2,2
3.0,829,D (major triad),2,3
3.5,829,D (major triad),2,3
0.0,830,D (Major Third with octave doublings),2,2
0.5,830,D (phrygian tetrachord),2,4
1.0,830,B (Minor Third with octave doublings),11,2
1.5,830,B (Minor Third with octave doublings),11,2
2.0,830,B (Minor Third with octave doublings),11,2
2.5,830,B (Minor Third with octave doublings),11,2
3.0,830,B (minor triad),11,3
3.5,830,B (minor triad),11,3
0.0,831,B (Minor Third with octave doublings),11,2
0.5,831,B (lydian tetrachord),11,4
1.0,831,G (major triad),7,3
1.5,831,G (major triad),7,3
2.0,831,G (major triad),7,3
2.5,831,G (major triad),7,3
3.0,831,G (major triad),7,3
3.5,831,G (major triad),7,3
0.0,832,G (major triad),7,3
0.5,832,G (major-ninth chord),7,5
1.0,832,E (Minor Third with octave doublings),4,2
1.5,832,E (Minor Third with octave doublings),4,2
2.0,832,E (minor triad),4,3
2.5,832,E (minor triad),4,3
3.0,832,E (minor triad),4,3
3.5,832,E (minor triad),4,3
0.0,833,E (minor triad),4,3
0.5,833,E (minor triad),4,3
1.0,833,E (minor triad),4,3
1.5,833,E (minor triad),4,3
2.0,833,E (major triad),4,3
2.5,833,E (major triad),4,3
3.0,833,E (major triad),4,3
3.5,833,E (major triad),4,3
0.0,834,E (major triad),4,3
1.0,834,E (major triad),4,3
2.0,834,E (major triad),4,3
3.0,834,E (major triad),4,3
0.0,835,E (major triad),4,3
1.0,835,E (major triad),4,3
1.25,835,E (major triad),4,3
1.5,835,E (major triad),4,3
2.0,835,E (major triad),4,3
3.0,835,E (major triad),4,3
0.0,836,E (major triad),4,3
0.5,836,E- (enharmonic equivalent to major triad),3,3
1.0,836,E- (enharmonic equivalent to major triad),3,3
1.5,836,E- (enharmonic equivalent to major triad),3,3
2.0,836,E- (enharmonic equivalent to major triad),3,3
2.5,836,E- (enharmonic equivalent to major triad),3,3
3.0,836,E- (enharmonic equivalent to major triad),3,3
3.5,836,E- (enharmonic equivalent to major triad),3,3
0.0,837,C# (minor triad),1,3
1.5,837,C# (major-second minor tetrachord),1,4
1.75,837,C# (minor-augmented tetrachord),1,4
2.0,837,C# (minor triad),1,3
2.3333333333333335,837,C# (minor triad),1,3
2.5,837,C# (perfect-fourth minor tetrachord),1,4
2.6666666666666665,837,C# (dorian pentachord),1,5
3.0,837,C# (perfect-fourth minor tetrachord),1,4
3.3333333333333335,837,C# (minor triad),1,3
3.5,837,C# (minor triad),1,3
3.6666666666666665,837,C# (minor triad),1,3
0.0,838,E- (enharmonic equivalent to major triad),3,3
0.3333333333333333,838,C# (major-second major tetrachord),1,4
0.6666666666666666,838,E- (enharmonic equivalent to major seventh chord),3,4
1.0,838,E- (enharmonic equivalent to major triad),3,3
1.3333333333333333,838,C# (major-second major tetrachord),1,4
1.5,838,C# (major-second major tetrachord),1,4
1.6666666666666667,838,E- (enharmonic equivalent to major triad),3,3
2.0,838,E- (perfect-fourth major tetrachord),3,4
2.3333333333333335,838,E- (all-interval tetrachord),3,4
2.6666666666666665,838,E- (enharmonic equivalent to major triad),3,3
3.0,838,E- (all-interval tetrachord),3,4
3.25,838,E- (enharmonic equivalent to major triad),3,3
3.5,838,E- (enharmonic equivalent to minor seventh chord),3,4
3.75,838,E- (enharmonic equivalent to major triad),3,3
0.0,839,C# (enharmonic to dominant seventh chord),1,4
0.3333333333333333,839,C# (locrian hexachord),1,6
0.5,839,C# (locrian hexachord),1,6
0.6666666666666666,839,C# (dominant-eleventh),1,6
1.0,839,B- (enharmonic equivalent to major triad),10,3
1.3333333333333333,839,E- (enharmonic equivalent to major triad),3,3
1.5,839,C# (locrian hexachord),1,6
1.6666666666666667,839,C# (enharmonic to dominant seventh chord),1,4
2.0,839,B- (enharmonic equivalent to major triad),10,3
2.3333333333333335,839,C# (enharmonic equivalent to major-ninth chord),1,5
2.6666666666666665,839,C# (enharmonic to dominant seventh chord),1,4
3.0,839,E (whole-tone trichord),4,3
3.25,839,F# (phrygian trichord),6,3
3.5,839,E (whole-tone trichord),4,3
3.75,839,C# (enharmonic to dominant seventh chord),1,4
0.0,840,E- (enharmonic equivalent to major triad),3,3
0.3333333333333333,840,C# (major-second major tetrachord),1,4
0.5,840,C# (major-second major tetrachord),1,4
0.6666666666666666,840,E- (enharmonic equivalent to major seventh chord),3,4
1.0,840,E- (Diminished Fourth with octave doublings),3,2
1.3333333333333333,840,C# (whole-tone trichord),1,3
1.5,840,C# (major-second major tetrachord),1,4
1.6666666666666667,840,E- (enharmonic equivalent to major triad),3,3
2.0,840,E (perfect-fourth major tetrachord),4,4
2.3333333333333335,840,E- (all-interval tetrachord),3,4
2.6666666666666665,840,E- (enharmonic equivalent to major triad),3,3
3.0,840,E- (enharmonic equivalent to minor seventh chord),3,4
3.25,840,E- (enharmonic equivalent to major triad),3,3
3.5,840,E- (all-interval tetrachord),3,4
3.75,840,E- (enharmonic equivalent to major triad),3,3
0.0,841,E- (enharmonic equivalent to major triad),3,3
0.3333333333333333,841,E- (enharmonic equivalent to minor seventh chord),3,4
0.5,841,E- (enharmonic equivalent to minor seventh chord),3,4
0.6666666666666666,841,E- (enharmonic equivalent to major seventh chord),3,4
1.0,841,E- (enharmonic equivalent to major triad),3,3
1.3333333333333333,841,C# (major-second major tetrachord),1,4
1.5,841,C# (major-second major tetrachord),1,4
1.6666666666666667,841,E- (enharmonic equivalent to major triad),3,3
2.0,841,E (perfect-fourth major tetrachord),4,4
2.3333333333333335,841,E- (all-interval tetrachord),3,4
2.6666666666666665,841,E- (enharmonic equivalent to major triad),3,3
3.0,841,E- (incomplete half-diminished seventh chord),3,3
3.25,841,E- (enharmonic equivalent to major triad),3,3
3.5,841,E- (enharmonic equivalent to minor triad),3,3
3.75,841,E- (enharmonic equivalent to major triad),3,3
0.0,842,C# (enharmonic to dominant seventh chord),1,4
0.3333333333333333,842,C# (enharmonic to dominant seventh chord),1,4
0.4166666666666667,842,C# (enharmonic to dominant seventh chord),1,4
0.6666666666666666,842,C# (minor-diminished ninth chord),1,5
1.0,842,E (incomplete dominant-seventh chord),4,3
1.3333333333333333,842,C# (enharmonic to dominant seventh chord),1,4
1.5,842,C# (enharmonic to dominant seventh chord),1,4
1.6666666666666667,842,C# (enharmonic to dominant seventh chord),1,4
2.0,842,C# (major pentatonic),1,5
